	code	eps_x	eps_yoy	bvps	roe_x	epcf	net_profits_x	profits_yoy	distrib	report_date	roe_y	net_profit_ratio	gross_profit_rate	net_profits_y	eps_y	business_income	bips	arturnover	arturndays	inventory_turnover	inventory_days	currentasset_turnover	currentasset_days	mbrg	nprg	nav	targ	epsg	seg	currentratio	quickratio	cashratio	icratio	sheqratio	adratio	cf_sales	rateofreturn	cf_nm	cf_liabilities	cashflowratio
0	603277	0.35	-5.41	NaN	NaN	NaN	11552.93	-6.14	NaN	09-08	15.74	17.42	46.0259	115.5293	0.345	662.9016	1.9799	7.2056	24.9806	1.2842	140.1651	1.0515	171.184	18.9264	-6.1433	40.2456	30.7861	-5.4054	40.2456	2.4192	1.3157	57.7802	2522.0687	70.6236	29.3764	0.0837	0.0534	0.4802	0.1817	20.0717
1	603183	0.39	5.41	NaN	7.51	NaN	2551.16	4.96	NaN	09-04	7.41	12.69	46.0002	25.5116	0.3865	200.9204	3.0442	1.1151	161.4205	1.6601	108.4272	0.5932	303.439	3.9426	4.9563	NaN	NaN	5.4054	NaN	2.0893	1.6771	14.1407	-845086.984	68.452	31.548	-0.2193	-0.0876	-1.7268	-0.2777	-28.2597
2	600004	0.55	-8.33	NaN	6.93	NaN	78090.3	12.36	NaN	08-31	5.5	24.29	39.4627	780.903	0.5471	3213.6615	2.2518	4.1724	43.1406	27.2795	6.5984	1.4313	125.7598	7.673	12.6597	36.9623	16.6421	-8.3333	38.0578	0.6006	0.5829	32.9989	-33622.5236	73.7671	26.2329	0.5003	0.083	2.0443	0.3163	40.2927
3	600004	0.55	-8.33	NaN	6.93	NaN	78090.3	12.36	NaN	08-31	5.5	24.29	39.4627	780.903	0.5471	3213.6615	2.2518	4.1724	43.1406	27.2795	6.5984	1.4313	125.7598	7.673	12.6597	36.9623	16.6421	-8.3333	38.0578	0.6006	0.5829	32.9989	-33622.5236	73.7671	26.2329	0.5003	0.083	2.0443	0.3163	40.2927
4	600120	0.58	-24.68	NaN	4.4	NaN	38280.56	-2.22	NaN	08-31	4.09	11.18	3.7361	382.8056	0.5691	3421.422	5.0868	10.5383	17.0806	1.3457	133.7594	0.4801	374.9219	30.407	-8.2371	92.3515	105.7424	-24.6753	89.3875	1.4187	1.0352	39.1154	1421.2829	55.6324	44.3676	-0.0164	-0.0031	-0.1408	-0.007	-0.8094
5	600120	0.58	-24.68	NaN	4.4	NaN	38280.56	-2.22	NaN	08-31	4.09	11.18	3.7361	382.8056	0.5691	3421.422	5.0868	10.5383	17.0806	1.3457	133.7594	0.4801	374.9219	30.407	-8.2371	92.3515	105.7424	-24.6753	89.3875	1.4187	1.0352	39.1154	1421.2829	55.6324	44.3676	-0.0164	-0.0031	-0.1408	-0.007	-0.8094
6	600515	0.27	1191.43	NaN	3.09	NaN	105962.43	11819.71	NaN	08-31	2.97	19.24	44.4934	1059.6243	0.2711	5506.9914	1.4093	2.9262	61.5132	0.1013	1776.9003	0.1038	1734.104	597.3091	13946.0841	4936.5372	2152.5708	1191.4286	3900.1495	2.2099	0.9782	77.7395	293.5722	48.667	51.333	0.4949	0.0296	2.1826	0.0577	11.1564
7	600515	0.27	1191.43	NaN	3.09	NaN	105962.43	11819.71	NaN	08-31	2.97	19.24	44.4934	1059.6243	0.2711	5506.9914	1.4093	2.9262	61.5132	0.1013	1776.9003	0.1038	1734.104	597.3091	13946.0841	4936.5372	2152.5708	1191.4286	3900.1495	2.2099	0.9782	77.7395	293.5722	48.667	51.333	0.4949	0.0296	2.1826	0.0577	11.1564
8	000837	0.01	-106.66	NaN	0.13	NaN	366.07	-106.63	NaN	08-31	0.13	0.23	16.2842	3.6607	0.0052	1580.6331	2.2796	1.9661	91.5518	0.7671	234.65	0.352	511.3636	15.4939	NaN	3.476	12.4524	-106.6583	2.7353	1.4394	0.909	35.5482	166.6187	44.2315	55.7685	-0.0161	-0.0032	-1.5183	-0.0057	-0.7869
9	000837	0.01	-106.66	NaN	0.13	NaN	366.07	-106.63	NaN	08-31	0.13	0.23	16.2842	3.6607	0.0052	1580.6331	2.2796	1.9661	91.5518	0.7671	234.65	0.352	511.3636	15.4939	NaN	3.476	12.4524	-106.6583	2.7353	1.4394	0.909	35.5482	166.6187	44.2315	55.7685	-0.0161	-0.0032	-1.5183	-0.0057	-0.7869
10	600887	0.55	3.77	NaN	14.3	NaN	336411.11	4.75	NaN	08-31	14.78	10.1	38.1918	3364.1111	0.5533	33301.7663	5.4781	42.5268	4.2326	4.78	37.6569	1.4422	124.8093	11.2821	4.5206	11.3124	28.078	3.7736	11.5225	1.23	1.0271	88.2193	14467.991	51.6007	48.3993	0.085	0.0637	0.84	0.1317	13.3893
11	600887	0.55	3.77	NaN	14.3	NaN	336411.11	4.75	NaN	08-31	14.78	10.1	38.1918	3364.1111	0.5533	33301.7663	5.4781	42.5268	4.2326	4.78	37.6569	1.4422	124.8093	11.2821	4.5206	11.3124	28.078	3.7736	11.5225	1.23	1.0271	88.2193	14467.991	51.6007	48.3993	0.085	0.0637	0.84	0.1317	13.3893
12	600571	0.1	-65.52	NaN	3.79	NaN	4468.77	-29.26	NaN	08-31	3.84	7.81	52.8106	44.6877	0.1016	571.8187	1.3005	1.7851	100.8347	1.2417	144.9626	0.5225	344.4976	10.905	-55.0872	6.3716	-3.4559	-65.5172	6.6833	2.4541	1.903	36.0687	1075.2949	73.8723	26.1277	-0.4318	-0.1495	-8.4548	-0.5721	-57.2107
13	600571	0.1	-65.52	NaN	3.79	NaN	4468.77	-29.26	NaN	08-31	3.84	7.81	52.8106	44.6877	0.1016	571.8187	1.3005	1.7851	100.8347	1.2417	144.9626	0.5225	344.4976	10.905	-55.0872	6.3716	-3.4559	-65.5172	6.6833	2.4541	1.903	36.0687	1075.2949	73.8723	26.1277	-0.4318	-0.1495	-8.4548	-0.5721	-57.2107
14	000529	0.09	12.5	NaN	4.42	NaN	5319.2	15.61	NaN	08-31	4.19	5.08	14.2388	53.192	0.0911	1045.8147	1.7914	56.2789	3.1984	5.9406	30.3	0.9311	193.3197	0.5341	13.1734	6.6705	10.6512	12.5	7.3324	2.2751	1.9619	132.7476	-2094.8636	69.8581	30.1419	0.2142	0.123	4.2429	0.408	41.0067
15	000529	0.09	12.5	NaN	4.42	NaN	5319.2	15.61	NaN	08-31	4.19	5.08	14.2388	53.192	0.0911	1045.8147	1.7914	56.2789	3.1984	5.9406	30.3	0.9311	193.3197	0.5341	13.1734	6.6705	10.6512	12.5	7.3324	2.2751	1.9619	132.7476	-2094.8636	69.8581	30.1419	0.2142	0.123	4.2429	0.408	41.0067
16	600730	0.13	-437.84	NaN	3.67	NaN	7313.33	-436.0	NaN	08-31	3.59	27.19	57.0314	73.1333	0.1246	268.9413	0.4584	5.0112	35.9195	1.3225	136.1059	0.0807	2230.4833	-66.2489	NaN	44.2095	-12.9839	-437.8378	47.9816	13.7628	13.6174	841.5088	597.9013	55.8929	44.1071	-0.9492	-0.0688	-3.19	-0.156	-119.914
17	600730	0.13	-437.84	NaN	3.67	NaN	7313.33	-436.0	NaN	08-31	3.59	27.19	57.0314	73.1333	0.1246	268.9413	0.4584	5.0112	35.9195	1.3225	136.1059	0.0807	2230.4833	-66.2489	NaN	44.2095	-12.9839	-437.8378	47.9816	13.7628	13.6174	841.5088	597.9013	55.8929	44.1071	-0.9492	-0.0688	-3.19	-0.156	-119.914
18	000680	0.05	307.21	NaN	1.72	NaN	5605.79	306.69	NaN	08-31	1.7	1.6	15.9198	56.0579	0.0451	3482.3473	2.8065	1.8225	98.7654	1.9411	92.7309	0.6296	285.8958	46.1737	1067.9338	2.0565	4.7915	307.2072	2.8675	1.0464	0.7791	24.4077	175.1252	36.3611	63.6389	0.1242	0.044	7.8612	0.0692	7.774
19	000680	0.05	307.21	NaN	1.72	NaN	5605.79	306.69	NaN	08-31	1.7	1.6	15.9198	56.0579	0.0451	3482.3473	2.8065	1.8225	98.7654	1.9411	92.7309	0.6296	285.8958	46.1737	1067.9338	2.0565	4.7915	307.2072	2.8675	1.0464	0.7791	24.4077	175.1252	36.3611	63.6389	0.1242	0.044	7.8612	0.0692	7.774
20	600746	0.2	344.37	NaN	12.89	NaN	6047.22	344.5	NaN	08-31	12.09	14.9	24.7161	60.4722	0.1973	405.5972	1.3236	30.972	5.8117	10.3705	17.3569	1.2327	146.0209	33.2552	344.4973	15.7433	21.4439	344.3694	15.7433	1.6971	1.5457	33.7576	34938.6418	68.2293	31.7707	0.1137	0.063	0.7629	0.1982	20.3583
21	600746	0.2	344.37	NaN	12.89	NaN	6047.22	344.5	NaN	08-31	12.09	14.9	24.7161	60.4722	0.1973	405.5972	1.3236	30.972	5.8117	10.3705	17.3569	1.2327	146.0209	33.2552	344.4973	15.7433	21.4439	344.3694	15.7433	1.6971	1.5457	33.7576	34938.6418	68.2293	31.7707	0.1137	0.063	0.7629	0.1982	20.3583
22	600751	0.01	-72.44	NaN	0.19	NaN	2486.4	-72.55	NaN	08-31	0.19	0.01	6.4674	24.864	0.0085	146026.527	50.3654	3.4531	52.1271	4.8663	36.9891	1.744	103.211	10507.8701	-86.0863	38.5528	695.6814	-72.4359	4.6148	1.3791	0.8857	12.6943	65.1669	15.0548	84.9452	-0.0258	-0.0332	-280.1113	-0.0391	-6.3677
23	600787	0.04	-76.06	4.27	1.04	NaN	9820.04	-76.04	NaN	08-31	1.04	0.78	4.2785	98.2004	0.0446	12487.7805	5.6767	9.0631	19.8608	1.9127	94.1078	0.9295	193.6525	94.7324	-75.0442	4.3239	24.9926	-76.0601	4.4115	1.8693	1.0603	33.9392	543.3358	45.8259	54.1741	0.0066	0.0039	0.8058	0.0073	1.103
24	600432	-0.38	18.75	NaN	-34.46	NaN	-61261.14	17.92	NaN	08-31	-38.77	-45.55	13.5483	-612.6114	-0.3819	1344.6979	0.8384	5.0886	35.3732	0.8	225.0	0.4326	416.0888	9.7527	NaN	-66.8604	-15.4648	18.75	-66.5726	0.3078	0.1429	6.1178	-32.0944	10.8323	89.1677	0.1502	0.015	NaN	0.0168	2.1495
25	600432	-0.38	18.75	NaN	-34.46	NaN	-61261.14	17.92	NaN	08-31	-38.77	-45.55	13.5483	-612.6114	-0.3819	1344.6979	0.8384	5.0886	35.3732	0.8	225.0	0.4326	416.0888	9.7527	NaN	-66.8604	-15.4648	18.75	-66.5726	0.3078	0.1429	6.1178	-32.0944	10.8323	89.1677	0.1502	0.015	NaN	0.0168	2.1495
26	000801	-0.02	-131.59	NaN	-0.82	NaN	-1912.28	-131.6	NaN	08-31	-0.82	-1.34	13.7386	-19.1228	-0.0186	1426.3996	1.3945	0.6429	279.9813	1.7949	100.2841	0.3259	552.3167	-16.4438	-131.5297	1.6183	4.4993	-131.5878	3.4389	1.7524	1.4607	37.7977	-27.4763	47.3217	52.6783	-0.1062	-0.0306	NaN	-0.058	-6.1649
27	603096	0.97	44.78	NaN	11.52	NaN	10832.64	61.62	NaN	08-31	7.8	23.59	42.767	108.3264	0.8122	459.1628	3.443	5.7495	31.3071	1.4313	125.7598	0.4023	447.4273	15.1423	61.0749	125.4305	111.1194	44.7761	139.595	10.2025	8.9037	126.6375	-12204.83	90.566	9.434	0.1781	0.052	0.7315	0.551	55.0958
28	600875	0.16	-206.67	NaN	1.77	NaN	37708.79	-210.37	NaN	08-31	1.75	2.58	17.1534	377.0879	0.1613	14577.7024	6.238	0.9441	190.6578	0.5895	305.3435	0.2043	881.0573	-19.989	NaN	-4.1761	-4.9535	-206.6667	-4.6219	1.259	0.88	48.0439	-98.1594	27.6613	72.3387	-0.0786	-0.0141	-2.7051	-0.0195	-2.0578
29	600875	0.16	-206.67	NaN	1.77	NaN	37708.79	-210.37	NaN	08-31	1.75	2.58	17.1534	377.0879	0.1613	14577.7024	6.238	0.9441	190.6578	0.5895	305.3435	0.2043	881.0573	-19.989	NaN	-4.1761	-4.9535	-206.6667	-4.6219	1.259	0.88	48.0439	-98.1594	27.6613	72.3387	-0.0786	-0.0141	-2.7051	-0.0195	-2.0578
30	600875	0.16	-206.67	NaN	1.77	NaN	37708.79	-210.37	NaN	08-31	1.75	2.58	17.1534	377.0879	0.1613	14577.7024	6.238	0.9441	190.6578	0.5895	305.3435	0.2043	881.0573	-19.989	NaN	-4.1761	-4.9535	-206.6667	-4.6219	1.259	0.88	48.0439	-98.1594	27.6613	72.3387	-0.0786	-0.0141	-2.7051	-0.0195	-2.0578
31	600875	0.16	-206.67	NaN	1.77	NaN	37708.79	-210.37	NaN	08-31	1.75	2.58	17.1534	377.0879	0.1613	14577.7024	6.238	0.9441	190.6578	0.5895	305.3435	0.2043	881.0573	-19.989	NaN	-4.1761	-4.9535	-206.6667	-4.6219	1.259	0.88	48.0439	-98.1594	27.6613	72.3387	-0.0786	-0.0141	-2.7051	-0.0195	-2.0578
32	000155	0.06	-90.77	NaN	2.84	NaN	8217.72	-73.14	NaN	08-31	2.79	3.65	3.1815	82.1772	0.0647	2251.0675	1.7724	2.8098	64.0615	59.9186	3.0041	0.7337	245.3319	947.9711	-72.8914	NaN	505.3242	-90.7692	-350.5558	12.3943	12.2531	761.9155	-311.5285	91.9323	8.0677	-0.1151	-0.0811	-3.152	-1.0053	-100.5253
33	000155	0.06	-90.77	NaN	2.84	NaN	8217.72	-73.14	NaN	08-31	2.79	3.65	3.1815	82.1772	0.0647	2251.0675	1.7724	2.8098	64.0615	59.9186	3.0041	0.7337	245.3319	947.9711	-72.8914	NaN	505.3242	-90.7692	-350.5558	12.3943	12.2531	761.9155	-311.5285	91.9323	8.0677	-0.1151	-0.0811	-3.152	-1.0053	-100.5253
34	600559	0.11	83.33	NaN	2.91	NaN	4748.54	92.38	NaN	08-31	2.86	4.29	61.6003	47.4854	0.1083	1106.8067	2.5266	3007.7978	0.0598	0.38	473.6842	0.4871	369.534	6.1249	92.3802	9.293	14.2108	83.3333	9.293	1.8433	0.8534	77.8326	-862.862	59.3404	40.6596	-0.3019	-0.1196	-7.0378	-0.294	-29.7755
35	600559	0.11	83.33	NaN	2.91	NaN	4748.54	92.38	NaN	08-31	2.86	4.29	61.6003	47.4854	0.1083	1106.8067	2.5266	3007.7978	0.0598	0.38	473.6842	0.4871	369.534	6.1249	92.3802	9.293	14.2108	83.3333	9.293	1.8433	0.8534	77.8326	-862.862	59.3404	40.6596	-0.3019	-0.1196	-7.0378	-0.294	-29.7755
36	000901	0.17	581.18	NaN	1.97	NaN	7112.04	761.68	NaN	08-31	1.92	2.59	21.0284	71.1204	0.1736	2743.0114	6.699	2.5368	70.9555	2.2798	78.9543	0.8175	220.1835	240.9557	560.4264	154.9574	178.2138	581.1765	165.9819	2.2357	1.5851	57.9032	428.3036	65.3031	34.6969	0.0576	0.0266	2.1657	0.0765	10.4
37	000901	0.17	581.18	NaN	1.97	NaN	7112.04	761.68	NaN	08-31	1.92	2.59	21.0284	71.1204	0.1736	2743.0114	6.699	2.5368	70.9555	2.2798	78.9543	0.8175	220.1835	240.9557	560.4264	154.9574	178.2138	581.1765	165.9819	2.2357	1.5851	57.9032	428.3036	65.3031	34.6969	0.0576	0.0266	2.1657	0.0765	10.4
38	600183	0.37	68.18	NaN	10.45	NaN	53961.11	70.64	NaN	08-31	10.41	11.11	23.3127	539.6111	0.3715	4854.5385	3.3427	1.5838	113.6507	2.7089	66.4476	0.847	212.5148	24.6134	73.57	15.043	13.5949	68.1818	13.5735	1.534	1.1324	14.1151	1621.3346	53.9893	46.0107	0.0332	0.0157	0.2903	0.034	4.0201
39	600183	0.37	68.18	NaN	10.45	NaN	53961.11	70.64	NaN	08-31	10.41	11.11	23.3127	539.6111	0.3715	4854.5385	3.3427	1.5838	113.6507	2.7089	66.4476	0.847	212.5148	24.6134	73.57	15.043	13.5949	68.1818	13.5735	1.534	1.1324	14.1151	1621.3346	53.9893	46.0107	0.0332	0.0157	0.2903	0.034	4.0201
40	000409	-0.14	-1506.0	NaN	-7.98	NaN	-7183.36	-2462.24	NaN	08-31	-8.3	-7.96	10.7104	-71.8336	-0.1405	902.0401	1.7654	2.1945	82.0232	0.8162	220.5342	0.3747	480.3843	-33.9747	-357.5018	-18.466	13.31	-1506.0	-23.6296	0.6025	0.3626	9.6125	-9.1731	19.6096	80.3904	-0.0081	-0.0011	NaN	-0.0014	-0.1759
41	600236	0.12	-60.09	NaN	5.4	NaN	74191.31	-59.31	NaN	08-31	5.65	20.42	47.194	741.9131	0.1223	3633.0659	0.5991	4.2772	42.0836	17.4558	10.3118	1.1579	155.4538	-26.8923	-57.0782	5.0935	4.1322	-60.0931	5.5663	0.4896	0.4701	27.848	336.05	36.1972	63.8028	0.6463	0.0565	2.6355	0.0886	33.5911
42	600629	0.19	-29.15	NaN	4.45	NaN	7365.19	-21.95	NaN	08-31	3.19	3.46	25.0476	73.6519	0.1704	2126.6977	4.9205	1.6239	110.8443	0.9391	191.6729	0.4933	364.8895	21.6365	-9.6993	180.0402	63.0583	-29.1476	174.5694	1.1723	0.7165	26.159	-3763.7035	38.0366	61.9634	-0.1834	-0.0604	-4.3569	-0.0975	-10.2937
43	600685	0.03	18.7	NaN	0.42	NaN	4397.22	18.61	NaN	08-31	0.42	0.42	8.1397	43.9722	0.0311	10417.5312	7.3699	6.9771	25.7987	0.7475	240.8027	0.3528	510.2041	-8.296	18.6829	14.1145	-14.7676	18.7023	0.5698	1.2283	0.6567	39.3663	131.7779	27.348	72.652	-0.3621	-0.0872	-72.6051	-0.12	-16.2704
44	000616	0.03	757.14	NaN	0.97	NaN	3857.79	666.83	NaN	08-31	0.96	102.28	54.7773	38.5779	0.0269	37.7174	0.0263	5.006	35.9569	0.0044	40909.0909	0.0057	31578.9474	-82.4885	676.4469	-0.3557	15.3311	757.1429	-8.9902	13.5983	6.2672	559.3128	164.1513	42.9581	57.0419	-2.8962	-0.0107	-3.016	-0.0187	-20.2262
45	603861	0.11	-14.38	NaN	2.3	NaN	4411.98	-8.84	NaN	08-31	2.31	7.15	24.05	44.1198	0.1078	616.8735	1.5078	0.7634	235.7873	1.2359	145.6429	0.3439	523.408	10.1417	-8.8369	6.5093	10.9739	-14.3765	6.5093	2.082	1.5646	4.6176	10167.9394	68.159	31.841	-0.1055	-0.0233	-1.4748	-0.0732	-7.52
46	600775	0.05	-17.89	NaN	1.35	NaN	4488.56	-17.87	NaN	08-31	1.35	2.56	14.2943	44.8856	0.0491	1751.5759	1.9167	1.4274	126.1034	2.9273	61.4901	0.4471	402.5945	15.2962	-14.7621	1.3831	7.7036	-17.893	1.3948	2.0567	1.7593	61.3225	-3501.083	63.5203	36.4797	0.0781	0.0247	2.0853	0.0678	6.9258
47	601996	0.07	16.67	NaN	3.72	NaN	6681.9	120.25	NaN	08-31	3.72	10.96	21.5674	66.819	0.0697	609.1316	0.6357	4.7328	38.0325	1.1814	152.3616	0.4333	415.4166	14.33	106.96	5.8307	6.3392	16.6667	4.5145	6.4108	4.598	311.4208	-20966.4369	81.2239	18.7761	0.1485	0.0405	1.349	0.2157	40.9959
48	600416	0.02	-80.0	NaN	0.31	NaN	1932.8	-73.48	NaN	08-31	0.3	0.4	13.9055	19.328	0.0204	4768.6718	5.0417	0.6581	273.5147	1.4894	120.854	0.3153	570.8849	-5.4141	-81.1396	61.9897	6.6065	-80.0	64.3879	1.1211	0.9179	18.5495	128.7679	31.3099	68.6901	-0.1182	-0.0271	-47.1647	-0.0394	-4.1277
49	000732	0.74	18.7	NaN	5.0	NaN	91969.09	18.7	NaN	08-31	4.95	10.3	27.4636	919.6909	0.739	8927.3972	7.1737	8.1357	22.1247	0.0652	2760.7362	0.0715	2517.4825	34.8969	14.6884	31.926	55.6781	18.6958	36.3498	2.3114	0.5221	27.0637	777.2114	14.1148	85.8852	-1.0302	-0.0568	-10.3236	-0.0661	-14.9783
50	000760	0.15	-250.0	NaN	5.78	NaN	12047.68	-255.03	NaN	08-31	5.67	190.89	-22.898	120.4768	0.1527	63.1116	0.08	0.9984	180.2885	0.4126	436.2579	0.0613	2936.3785	-22.2003	NaN	23.5429	28.9466	-250.0	29.3973	2.0004	1.6652	142.0908	2492.5838	76.7913	23.2087	-2.3511	-0.0536	-1.2412	-0.2311	-25.5221
51	000829	0.01	-131.25	NaN	0.26	NaN	579.96	-118.72	NaN	08-31	0.25	0.03	4.2426	5.7996	0.006	17732.3909	18.4684	27.0043	6.6656	5.1603	34.8817	1.916	93.9457	4.3081	NaN	15.4242	31.4012	-131.25	11.4643	0.9586	0.6287	40.1392	115.2325	19.5934	80.4066	0.1514	0.1978	127.8925	0.246	26.5275
52	000046	0.17	-2.79	NaN	4.87	NaN	90378.35	-0.74	NaN	08-31	4.78	40.53	38.9647	903.7835	0.1739	2229.5349	0.429	3.4713	51.8538	0.0185	9729.7297	0.0175	10285.7143	-76.118	1.0353	20.2193	28.21	-2.7949	19.9332	1.9125	0.7308	34.8514	210.7897	14.252	85.748	-5.0648	-0.0634	-12.261	-0.0739	-16.6719
53	600897	0.74	3.73	NaN	6.58	NaN	22117.03	3.73	NaN	08-31	6.86	27.29	43.0957	221.1703	0.7426	810.1638	2.7204	3.2611	55.1961	2076.6244	0.0867	0.8834	203.7582	8.9761	5.0758	3.5724	11.7888	3.7291	3.3429	0.9595	0.9594	33.16	-53865.2688	75.956	24.044	0.3021	0.0542	1.0552	0.2253	22.7016
54	000951	0.71	195.83	NaN	9.43	NaN	47886.7	198.58	NaN	08-31	9.18	2.61	10.6299	478.867	0.7135	18311.8578	27.2871	4.9283	36.5238	3.0648	58.7314	0.8508	211.5656	91.6915	198.9513	10.9479	49.2246	195.8333	12.5639	1.1847	0.8702	6.4818	810.6922	21.6101	78.3899	-0.1092	-0.0741	-3.2648	-0.0945	-9.5343
55	601058	0.01	-88.89	NaN	0.43	NaN	1921.77	-90.76	NaN	08-31	0.43	0.29	13.058	19.2177	0.0083	6525.9917	2.8448	4.0669	44.2598	2.9286	61.4628	1.1783	152.7625	26.723	-89.8827	-3.6735	10.8951	-88.8889	-0.7942	0.7784	0.4924	20.8104	125.6485	31.9965	68.0035	-0.0577	-0.0273	-17.4814	-0.0401	-4.9286
56	000651	1.57	48.11	NaN	16.14	NaN	945248.33	47.64	NaN	08-31	18.01	13.66	31.9373	9452.4833	1.5712	69184.5216	11.5006	13.2018	13.6345	4.212	42.735	0.4589	392.2423	40.6681	47.4165	16.4175	18.878	48.1132	16.8008	1.0545	0.9659	70.016	-5731.1302	26.1776	73.8224	0.0526	0.0178	0.3827	0.0241	2.418
57	600068	0.31	0.96	NaN	6.18	NaN	173377.56	20.27	NaN	08-31	4.4	3.45	11.564	1733.7756	0.3765	50184.6222	10.8983	4.4567	40.3886	0.9494	189.5934	0.4697	383.2233	27.7736	29.2651	73.5631	21.9375	0.9646	65.4836	1.5108	0.7812	27.7937	455.969	31.4529	68.5471	-0.0467	-0.0141	-1.0391	-0.0206	-3.1312
58	600833	0.11	1.76	NaN	3.36	NaN	2452.86	1.73	NaN	08-31	3.42	2.99	15.3791	24.5286	0.1099	819.0046	3.6712	5.6906	31.6311	2.5489	70.6187	1.2006	149.925	2.007	1.7253	-3.2529	1.6078	1.7576	-3.2837	1.899	1.2223	73.3014	-660.6647	61.4008	38.5992	0.05	0.0347	1.668	0.09	11.1875
59	000014	0.02	-137.84	NaN	0.54	NaN	394.7	-137.77	NaN	08-31	0.53	1.3	14.8649	3.947	0.0195	302.3002	1.4987	376.222	0.4784	0.2018	891.9722	0.196	918.3673	146.7405	NaN	5.0745	-27.0707	-137.8378	5.7329	2.3708	0.3849	22.2591	539.2343	50.7535	49.2465	1.0158	0.1964	71.9317	0.3989	52.4601
60	600853	0.04	233.96	NaN	2.27	NaN	1899.2	233.9	NaN	08-31	2.25	0.63	7.6344	18.992	0.0353	3007.64	5.6028	1.5965	112.7466	0.791	227.5601	0.3605	499.3065	33.7451	272.2115	9.6407	24.2111	233.9623	6.0867	1.1701	0.7031	26.318	150.6449	8.1374	91.8626	-0.3417	-0.0948	-63.3943	-0.1033	-13.118
61	600886	0.19	-13.2	NaN	4.4	NaN	129003.0	-13.21	NaN	08-31	4.3	9.23	40.337	1290.03	0.1901	13963.1033	2.0576	4.5394	39.6528	7.1154	25.2972	1.1928	150.9054	6.2757	-17.9251	14.6492	7.0164	-13.1963	14.5987	0.3799	0.342	14.6679	234.6107	27.6245	72.3755	0.4973	0.0337	2.6175	0.0465	20.6219
62	600570	0.37	37.04	NaN	9.08	NaN	22862.41	39.36	NaN	08-31	8.81	21.16	96.1797	228.6241	0.37	1080.2879	1.7485	4.1712	43.153	0.8512	211.4662	0.4789	375.8613	31.6494	61.0547	6.6704	25.0697	37.037	7.7291	1.2979	1.2706	21.3225	-25944.1928	60.9307	39.0693	-0.2246	-0.0546	-1.0434	-0.1399	-14.6464
63	000913	0.11	0.0	NaN	2.1	NaN	5065.17	0.42	NaN	08-31	2.06	4.06	22.172	50.6517	0.1116	1247.1009	2.7497	2.2405	80.3392	1.3558	132.7629	0.6148	292.7781	15.312	21.5204	15.6509	7.7304	0.0	14.7407	1.9363	1.262	35.965	539.7744	65.1862	34.8138	-0.0392	-0.0127	-0.9692	-0.0365	-4.5532
64	600587	0.21	-8.7	NaN	2.55	NaN	8406.0	-10.76	NaN	08-31	2.51	1.86	19.3713	84.06	0.2068	4508.4215	11.0927	2.4098	74.695	1.2819	140.4166	0.6739	267.1019	19.2238	-15.6797	0.7493	14.8565	-8.6957	0.0729	0.9336	0.5353	17.3524	313.1048	34.3077	65.6923	0.0466	0.0175	1.801	0.0266	2.8284
65	000976	0.09	70.68	NaN	3.7	NaN	13575.56	91.09	NaN	08-31	3.65	19.19	27.3956	135.7556	0.085	707.2291	0.4432	1.5526	115.9346	1.5043	119.657	0.463	388.7689	-5.2611	94.2541	2.881	-0.4187	70.6827	2.8692	2.2725	1.7511	62.6767	2499.3622	83.6069	16.3931	-0.13	-0.0207	-0.6778	-0.1261	-13.0998
66	000546	0.14	2.4	NaN	3.72	NaN	8111.34	1.84	NaN	08-31	4.14	8.46	27.8509	81.1134	0.1362	957.8528	1.6091	1.0014	179.7484	2.815	63.9432	0.5537	325.0858	12.9112	-6.3035	3.7601	11.6408	2.4042	0.9068	0.8587	0.7269	15.7158	270.2333	43.2532	56.7468	0.1631	0.0314	1.8981	0.0554	8.3714
67	300110	0.01	82.98	NaN	0.55	NaN	846.6	176.55	NaN	08-31	0.57	1.44	51.071	8.466	0.0085	586.3508	0.5946	0.9601	187.4805	1.5628	115.1779	0.5335	337.3946	0.7059	388.248	5.7821	1.4113	82.9787	1.3499	1.1284	0.9524	13.8863	151.9966	54.4789	45.5211	0.3013	0.0631	19.2538	0.1386	17.2398
68	000679	0.03	-3.45	NaN	0.72	NaN	1000.6	-2.42	NaN	08-31	0.71	0.89	18.5626	10.006	0.028	1113.3468	3.1238	29.5067	6.1003	0.221	814.4796	0.2121	848.6563	10.0657	-63.4496	-13.0482	-25.7053	-3.4483	8.7984	1.3136	0.2531	20.2462	122.1349	26.055	73.945	-0.085	-0.0156	-10.8687	-0.0211	-2.5758
69	000707	0.09	280.18	NaN	4.4	NaN	4007.04	280.12	NaN	08-31	4.46	1.91	16.834	40.0704	0.0863	2091.4899	4.5061	7.7633	23.186	0.4538	396.6505	0.3455	520.9841	-16.0842	58.227	-37.0919	3.3005	280.1762	-37.9219	0.7218	0.2943	17.0028	136.0362	8.5358	91.4642	0.1104	0.0207	5.9094	0.0227	2.6052
70	601969	0.02	-129.09	NaN	0.65	NaN	3080.56	-129.96	NaN	08-31	0.62	2.73	21.3227	30.8056	0.0157	1126.8051	0.5764	5.6518	31.8483	2.1576	83.426	0.3345	538.1166	216.6669	NaN	19.2516	38.0438	-129.0909	18.3296	1.8695	1.6645	104.6832	339.4938	63.7638	36.2362	0.1856	0.0269	5.4859	0.0742	9.1806
