	code	eps_x	eps_yoy	bvps	roe_x	epcf	net_profits_x	profits_yoy	distrib	report_date	roe_y	net_profit_ratio	gross_profit_rate	net_profits_y	eps_y	business_income	bips	arturnover	arturndays	inventory_turnover	inventory_days	currentasset_turnover	currentasset_days	mbrg	nprg	nav	targ	epsg	seg	currentratio	quickratio	cashratio	icratio	sheqratio	adratio	cf_sales	rateofreturn	cf_nm	cf_liabilities	cashflowratio
753	002743	0.09	-59.09	NaN	1.54	NaN	3022.67	-1.57	NaN	08-29	1.51	2.31	11.1105	30.2267	0.0886	1306.515	3.8301	1.0455	172.1664	0.5958	302.1148	0.2987	602.6113	35.3534	0.6285	157.4051	41.308	-59.0909	156.6112	1.809	0.9048	29.8329	177.513	35.304	64.696	-0.2435	-0.0554	-10.1033	-0.0856	-13.0808
754	300506	0.22	-3.13	NaN	10.7	NaN	6684.23	178.77	NaN	08-29	10.64	26.43	54.8774	66.8423	0.2228	252.8756	0.8429	0.9667	186.2005	0.2608	690.184	0.3178	566.394	91.2396	178.3315	22.3028	62.7757	-3.1304	22.0374	1.6646	0.7161	13.3435	3406.4087	53.0905	46.9095	-0.4449	-0.0949	-1.6856	-0.2023	-21.0245
755	300506	0.22	-3.13	NaN	10.7	NaN	6684.23	178.77	NaN	08-29	10.64	26.43	54.8774	66.8423	0.2228	252.8756	0.8429	0.9667	186.2005	0.2608	690.184	0.3178	566.394	91.2396	178.3315	22.3028	62.7757	-3.1304	22.0374	1.6646	0.7161	13.3435	3406.4087	53.0905	46.9095	-0.4449	-0.0949	-1.6856	-0.2023	-21.0245
756	603887	0.41	-24.07	NaN	5.78	NaN	4062.25	1.8	NaN	08-29	5.69	10.45	19.0972	40.6225	0.414	388.3775	3.9589	1.2625	142.5743	0.8302	216.8152	0.4189	429.6968	19.2275	1.7996	82.1368	43.8585	-24.0741	82.1368	2.6859	1.47	41.3049	11640.1558	66.1208	33.8792	-0.2149	-0.0774	-2.0548	-0.2286	-23.611
757	603887	0.41	-24.07	NaN	5.78	NaN	4062.25	1.8	NaN	08-29	5.69	10.45	19.0972	40.6225	0.414	388.3775	3.9589	1.2625	142.5743	0.8302	216.8152	0.4189	429.6968	19.2275	1.7996	82.1368	43.8585	-24.0741	82.1368	2.6859	1.47	41.3049	11640.1558	66.1208	33.8792	-0.2149	-0.0774	-2.0548	-0.2286	-23.611
758	000727	-0.05	720.0	NaN	-2.09	NaN	-22289.45	724.38	NaN	08-29	-2.11	-7.53	-1.2324	-222.8945	-0.0492	2956.3365	0.6526	5.5774	32.2731	2.2865	78.7229	0.747	240.9639	600.7913	NaN	-1.1967	5.1901	720.0	-1.6361	0.8129	0.4673	8.8924	-18441.7739	54.7133	45.2867	0.0123	0.0011	NaN	0.0024	0.737
759	000727	-0.05	720.0	NaN	-2.09	NaN	-22289.45	724.38	NaN	08-29	-2.11	-7.53	-1.2324	-222.8945	-0.0492	2956.3365	0.6526	5.5774	32.2731	2.2865	78.7229	0.747	240.9639	600.7913	NaN	-1.1967	5.1901	720.0	-1.6361	0.8129	0.4673	8.8924	-18441.7739	54.7133	45.2867	0.0123	0.0011	NaN	0.0024	0.737
760	600433	0.03	-10.67	NaN	1.35	NaN	3402.83	-17.75	NaN	08-29	1.35	3.71	17.68	34.0283	0.0267	916.8992	0.7212	3.0256	59.4923	1.7029	105.702	0.6155	292.4452	8.8441	-21.3789	1.9068	1.3485	-10.6667	2.1467	0.8987	0.6019	20.758	311.1869	60.4765	39.5235	0.0516	0.0113	1.5291	0.0286	2.8698
761	600433	0.03	-10.67	NaN	1.35	NaN	3402.83	-17.75	NaN	08-29	1.35	3.71	17.68	34.0283	0.0267	916.8992	0.7212	3.0256	59.4923	1.7029	105.702	0.6155	292.4452	8.8441	-21.3789	1.9068	1.3485	-10.6667	2.1467	0.8987	0.6019	20.758	311.1869	60.4765	39.5235	0.0516	0.0113	1.5291	0.0286	2.8698
762	600462	0.0	540.0	NaN	0.58	NaN	168.68	602.1	NaN	08-29	0.57	0.99	11.9376	1.6868	0.0031	169.5419	0.3176	0.9009	199.8002	3.307	54.43	0.4434	405.954	108.0275	124.9612	4.4684	36.0245	540.0	2.8723	1.81	1.6225	15.2533	212.7537	57.583	42.417	0.0063	0.002	0.3875	0.0047	0.4755
763	600462	0.0	540.0	NaN	0.58	NaN	168.68	602.1	NaN	08-29	0.57	0.99	11.9376	1.6868	0.0031	169.5419	0.3176	0.9009	199.8002	3.307	54.43	0.4434	405.954	108.0275	124.9612	4.4684	36.0245	540.0	2.8723	1.81	1.6225	15.2533	212.7537	57.583	42.417	0.0063	0.002	0.3875	0.0047	0.4755
764	300230	0.33	23.59	NaN	5.72	NaN	14748.94	173.67	NaN	08-29	5.67	10.74	31.3969	147.4894	0.3252	1372.4204	3.0266	2.2178	81.1615	1.82	98.9011	0.5994	300.3003	94.943	149.6315	137.1242	125.8118	23.5942	148.0228	1.726	1.3001	71.0304	2115.0321	66.2548	33.7452	0.1461	0.0492	1.3248	0.1457	15.4332
765	300230	0.33	23.59	NaN	5.72	NaN	14748.94	173.67	NaN	08-29	5.67	10.74	31.3969	147.4894	0.3252	1372.4204	3.0266	2.2178	81.1615	1.82	98.9011	0.5994	300.3003	94.943	149.6315	137.1242	125.8118	23.5942	148.0228	1.726	1.3001	71.0304	2115.0321	66.2548	33.7452	0.1461	0.0492	1.3248	0.1457	15.4332
766	002178	-0.01	-120.0	NaN	-0.53	NaN	-616.47	-115.97	NaN	08-29	-0.54	-1.11	4.4417	-6.1647	-0.0086	550.8175	0.7692	1.4811	121.5313	0.7837	229.6797	0.3533	509.482	8.1386	-118.9103	-0.8797	2.8111	-120.0	-2.3206	1.7784	0.9996	45.5667	-119.4931	60.5316	39.4684	-0.154	-0.041	NaN	-0.104	-10.5156
767	002178	-0.01	-120.0	NaN	-0.53	NaN	-616.47	-115.97	NaN	08-29	-0.54	-1.11	4.4417	-6.1647	-0.0086	550.8175	0.7692	1.4811	121.5313	0.7837	229.6797	0.3533	509.482	8.1386	-118.9103	-0.8797	2.8111	-120.0	-2.3206	1.7784	0.9996	45.5667	-119.4931	60.5316	39.4684	-0.154	-0.041	NaN	-0.104	-10.5156
768	603098	0.22	-15.38	NaN	5.59	NaN	8942.46	0.74	NaN	08-29	5.71	12.91	23.8463	89.4246	0.2235	692.1687	1.7303	1.2934	139.1681	0.619	290.7916	0.3469	518.8815	5.4011	0.7376	63.2493	33.4443	-15.3846	63.2493	2.9951	1.4686	39.9496	1774.0949	71.5106	28.4894	-0.0471	-0.0149	-0.3647	-0.0524	-5.2361
769	603098	0.22	-15.38	NaN	5.59	NaN	8942.46	0.74	NaN	08-29	5.71	12.91	23.8463	89.4246	0.2235	692.1687	1.7303	1.2934	139.1681	0.619	290.7916	0.3469	518.8815	5.4011	0.7376	63.2493	33.4443	-15.3846	63.2493	2.9951	1.4686	39.9496	1774.0949	71.5106	28.4894	-0.0471	-0.0149	-0.3647	-0.0524	-5.2361
770	300573	0.36	-32.08	NaN	5.36	NaN	2868.37	-10.48	NaN	08-29	5.31	15.69	75.6328	28.6837	0.3585	182.7805	2.2847	2.5827	69.6945	0.9194	195.7799	0.8443	213.1944	10.4963	-10.4834	27.9244	1.9059	-32.0755	27.9244	2.1996	1.632	23.6237	2202.3741	82.1506	17.8494	0.0383	0.0107	0.2443	0.0598	8.1557
771	300573	0.36	-32.08	NaN	5.36	NaN	2868.37	-10.48	NaN	08-29	5.31	15.69	75.6328	28.6837	0.3585	182.7805	2.2847	2.5827	69.6945	0.9194	195.7799	0.8443	213.1944	10.4963	-10.4834	27.9244	1.9059	-32.0755	27.9244	2.1996	1.632	23.6237	2202.3741	82.1506	17.8494	0.0383	0.0107	0.2443	0.0598	8.1557
772	300299	0.21	90.91	NaN	5.59	NaN	8137.87	99.84	NaN	08-29	5.44	30.63	65.3575	81.3787	0.2141	265.6743	0.6991	0.808	222.7723	NaN	NaN	0.3237	556.0704	45.1287	102.9664	10.36	60.3898	90.9091	11.174	0.7233	0.7233	24.6504	1704.5858	57.2698	42.7302	0.0164	0.0017	0.0536	0.0039	0.4682
773	300299	0.21	90.91	NaN	5.59	NaN	8137.87	99.84	NaN	08-29	5.44	30.63	65.3575	81.3787	0.2141	265.6743	0.6991	0.808	222.7723	NaN	NaN	0.3237	556.0704	45.1287	102.9664	10.36	60.3898	90.9091	11.174	0.7233	0.7233	24.6504	1704.5858	57.2698	42.7302	0.0164	0.0017	0.0536	0.0039	0.4682
774	300299	0.21	90.91	NaN	5.59	NaN	8137.87	99.84	NaN	08-29	5.44	30.63	65.3575	81.3787	0.2141	265.6743	0.6991	0.808	222.7723	NaN	NaN	0.3237	556.0704	45.1287	102.9664	10.36	60.3898	90.9091	11.174	0.7233	0.7233	24.6504	1704.5858	57.2698	42.7302	0.0164	0.0017	0.0536	0.0039	0.4682
775	300299	0.21	90.91	NaN	5.59	NaN	8137.87	99.84	NaN	08-29	5.44	30.63	65.3575	81.3787	0.2141	265.6743	0.6991	0.808	222.7723	NaN	NaN	0.3237	556.0704	45.1287	102.9664	10.36	60.3898	90.9091	11.174	0.7233	0.7233	24.6504	1704.5858	57.2698	42.7302	0.0164	0.0017	0.0536	0.0039	0.4682
776	002231	-0.04	-20.18	NaN	-2.32	NaN	-1552.76	-20.11	NaN	08-29	-2.34	-10.84	8.6598	-15.5276	-0.0435	143.1746	0.4012	0.4003	449.6628	0.6263	287.4022	0.1891	951.8773	2.7482	NaN	3.3979	0.4263	-20.1835	3.7312	5.1624	3.5977	64.4723	61449.7089	81.115	18.885	-0.4599	-0.0808	NaN	-0.4277	-46.5539
777	002231	-0.04	-20.18	NaN	-2.32	NaN	-1552.76	-20.11	NaN	08-29	-2.34	-10.84	8.6598	-15.5276	-0.0435	143.1746	0.4012	0.4003	449.6628	0.6263	287.4022	0.1891	951.8773	2.7482	NaN	3.3979	0.4263	-20.1835	3.7312	5.1624	3.5977	64.4723	61449.7089	81.115	18.885	-0.4599	-0.0808	NaN	-0.4277	-46.5539
778	002888	0.25	19.05	NaN	6.23	NaN	1581.69	19.39	NaN	08-29	6.04	13.28	38.5046	15.8169	0.2537	119.0712	1.9101	9.6354	18.6811	1.0621	169.4756	0.6789	265.1348	10.0705	19.3853	NaN	NaN	19.0476	NaN	3.8346	2.0802	148.0099	-4592.0947	84.7664	15.2336	-0.147	-0.0567	-1.1064	-0.3719	-37.1948
779	002888	0.25	19.05	NaN	6.23	NaN	1581.69	19.39	NaN	08-29	6.04	13.28	38.5046	15.8169	0.2537	119.0712	1.9101	9.6354	18.6811	1.0621	169.4756	0.6789	265.1348	10.0705	19.3853	NaN	NaN	19.0476	NaN	3.8346	2.0802	148.0099	-4592.0947	84.7664	15.2336	-0.147	-0.0567	-1.1064	-0.3719	-37.1948
780	002569	-0.2	25.0	NaN	-5.47	NaN	-2797.66	21.19	NaN	08-29	-5.62	-21.98	36.4564	-27.9766	-0.1998	127.237	0.9087	1.98	90.9091	0.4353	413.5079	0.2547	706.7138	-16.2627	NaN	0.3198	2.432	25.0	0.3446	5.1727	3.0353	221.1298	42114.1614	75.8442	24.1558	-0.2303	-0.0447	NaN	-0.185	-33.1635
781	002569	-0.2	25.0	NaN	-5.47	NaN	-2797.66	21.19	NaN	08-29	-5.62	-21.98	36.4564	-27.9766	-0.1998	127.237	0.9087	1.98	90.9091	0.4353	413.5079	0.2547	706.7138	-16.2627	NaN	0.3198	2.432	25.0	0.3446	5.1727	3.0353	221.1298	42114.1614	75.8442	24.1558	-0.2303	-0.0447	NaN	-0.185	-33.1635
782	002264	0.06	-17.1	NaN	2.43	NaN	4182.59	-14.15	NaN	08-29	2.4	1.22	22.1696	41.8259	0.061	3417.0323	4.9915	23.288	7.7293	3.4646	51.954	1.8196	98.9228	0.6516	-31.0275	2.5915	-15.9708	-17.0963	0.708	1.0692	0.6352	19.1609	1084.4326	51.9005	48.0995	0.0242	0.0251	2.4069	0.0521	5.2333
783	002264	0.06	-17.1	NaN	2.43	NaN	4182.59	-14.15	NaN	08-29	2.4	1.22	22.1696	41.8259	0.061	3417.0323	4.9915	23.288	7.7293	3.4646	51.954	1.8196	98.9228	0.6516	-31.0275	2.5915	-15.9708	-17.0963	0.708	1.0692	0.6352	19.1609	1084.4326	51.9005	48.0995	0.0242	0.0251	2.4069	0.0521	5.2333
784	603336	0.26	-7.14	NaN	4.63	NaN	3492.81	23.81	NaN	08-29	4.66	10.49	17.385	34.9281	0.2619	332.6587	2.4946	1.7663	101.9079	1.5447	116.5275	0.5393	333.766	10.3794	23.8146	71.855	27.2587	-7.1429	71.855	25.5049	19.1892	480.8672	1272.2098	96.2067	3.7933	0.3297	0.1408	3.1398	3.7113	455.3274
785	603336	0.26	-7.14	NaN	4.63	NaN	3492.81	23.81	NaN	08-29	4.66	10.49	17.385	34.9281	0.2619	332.6587	2.4946	1.7663	101.9079	1.5447	116.5275	0.5393	333.766	10.3794	23.8146	71.855	27.2587	-7.1429	71.855	25.5049	19.1892	480.8672	1272.2098	96.2067	3.7933	0.3297	0.1408	3.1398	3.7113	455.3274
786	002585	0.09	-20.55	NaN	1.43	NaN	9128.77	13.08	NaN	08-29	1.23	6.86	14.6226	91.2877	0.0789	1329.9112	1.1501	1.8909	95.1928	1.183	152.1555	0.3178	566.394	12.3304	13.0777	39.5711	49.6613	-20.5455	39.5711	8.2516	6.4777	157.7104	-6942.4115	84.0476	15.9524	0.0616	0.0093	0.8967	0.0584	13.5445
787	002585	0.09	-20.55	NaN	1.43	NaN	9128.77	13.08	NaN	08-29	1.23	6.86	14.6226	91.2877	0.0789	1329.9112	1.1501	1.8909	95.1928	1.183	152.1555	0.3178	566.394	12.3304	13.0777	39.5711	49.6613	-20.5455	39.5711	8.2516	6.4777	157.7104	-6942.4115	84.0476	15.9524	0.0616	0.0093	0.8967	0.0584	13.5445
788	300685	0.73	30.36	NaN	13.36	NaN	4407.48	31.68	NaN	08-29	12.52	29.64	92.7464	44.0748	0.7345	148.6549	2.4775	1.2147	148.1847	1.2101	148.748	0.6468	278.2931	30.4957	36.9942	NaN	NaN	30.3571	NaN	6.1465	5.9255	253.1157	3802.9635	87.7533	12.2467	0.2182	0.0809	0.7359	0.6603	78.539
789	300685	0.73	30.36	NaN	13.36	NaN	4407.48	31.68	NaN	08-29	12.52	29.64	92.7464	44.0748	0.7345	148.6549	2.4775	1.2147	148.1847	1.2101	148.748	0.6468	278.2931	30.4957	36.9942	NaN	NaN	30.3571	NaN	6.1465	5.9255	253.1157	3802.9635	87.7533	12.2467	0.2182	0.0809	0.7359	0.6603	78.539
790	002601	0.65	550.0	NaN	10.22	NaN	130993.25	1742.13	10派5	08-29	10.23	26.4	45.208	1309.9325	0.6446	4960.3435	2.4409	5.204	34.5888	1.9855	90.6573	0.9521	189.0558	281.9542	1671.5222	436.7544	194.1739	550.0	438.7027	1.1708	0.8785	39.019	2391.9963	67.2714	32.7286	0.1525	0.0385	0.5592	0.1176	15.1687
791	002601	0.65	550.0	NaN	10.22	NaN	130993.25	1742.13	10派5	08-29	10.23	26.4	45.208	1309.9325	0.6446	4960.3435	2.4409	5.204	34.5888	1.9855	90.6573	0.9521	189.0558	281.9542	1671.5222	436.7544	194.1739	550.0	438.7027	1.1708	0.8785	39.019	2391.9963	67.2714	32.7286	0.1525	0.0385	0.5592	0.1176	15.1687
792	600617	0.09	-65.61	NaN	2.67	NaN	10029.96	-65.63	NaN	08-29	2.63	2.02	15.9759	100.2996	0.0924	4951.0747	4.5646	7.3975	24.3325	40.4793	4.4467	1.2082	148.982	49.6298	-77.6246	5.8024	26.5114	-65.6134	4.2557	0.6545	0.6358	35.0422	161.5081	18.3821	81.6179	0.0659	0.0136	5.2021	0.0166	4.9288
793	600617	0.09	-65.61	NaN	2.67	NaN	10029.96	-65.63	NaN	08-29	2.63	2.02	15.9759	100.2996	0.0924	4951.0747	4.5646	7.3975	24.3325	40.4793	4.4467	1.2082	148.982	49.6298	-77.6246	5.8024	26.5114	-65.6134	4.2557	0.6545	0.6358	35.0422	161.5081	18.3821	81.6179	0.0659	0.0136	5.2021	0.0166	4.9288
794	002617	0.22	301.47	NaN	6.85	NaN	16007.57	318.63	NaN	08-29	6.64	10.42	20.44	160.0757	0.2178	1535.0153	2.0889	2.0759	86.7094	4.4897	40.0918	0.6986	257.6582	140.9593	326.5899	7.1107	97.486	301.4733	7.3341	1.0377	0.9059	23.1568	1676.1816	44.1836	55.8164	-0.2821	-0.0789	-2.7041	-0.1414	-16.5707
795	002617	0.22	301.47	NaN	6.85	NaN	16007.57	318.63	NaN	08-29	6.64	10.42	20.44	160.0757	0.2178	1535.0153	2.0889	2.0759	86.7094	4.4897	40.0918	0.6986	257.6582	140.9593	326.5899	7.1107	97.486	301.4733	7.3341	1.0377	0.9059	23.1568	1676.1816	44.1836	55.8164	-0.2821	-0.0789	-2.7041	-0.1414	-16.5707
796	300057	0.11	35.52	NaN	2.01	NaN	4711.83	35.51	NaN	08-29	2.0	3.51	14.0579	47.1183	0.1071	1339.9816	3.0477	1.754	102.6226	1.7548	102.5758	0.6417	280.5049	32.2068	41.2948	3.2717	7.6658	35.5247	3.088	1.0416	0.719	18.8278	341.0919	55.3846	44.6154	0.1233	0.0329	2.8576	0.0736	7.787
797	300057	0.11	35.52	NaN	2.01	NaN	4711.83	35.51	NaN	08-29	2.0	3.51	14.0579	47.1183	0.1071	1339.9816	3.0477	1.754	102.6226	1.7548	102.5758	0.6417	280.5049	32.2068	41.2948	3.2717	7.6658	35.5247	3.088	1.0416	0.719	18.8278	341.0919	55.3846	44.6154	0.1233	0.0329	2.8576	0.0736	7.787
798	300381	0.05	-80.89	NaN	1.09	NaN	2086.54	-35.42	NaN	08-29	1.1	3.27	38.1207	20.8654	0.0512	636.1754	1.564	1.6064	112.0518	0.588	306.1224	0.4572	393.7008	2.2957	-35.5515	4.8441	1.9088	-80.8939	3.5023	1.5505	0.754	16.529	214.5669	60.2513	39.7487	0.1628	0.0304	3.8598	0.0766	11.2878
799	300381	0.05	-80.89	NaN	1.09	NaN	2086.54	-35.42	NaN	08-29	1.1	3.27	38.1207	20.8654	0.0512	636.1754	1.564	1.6064	112.0518	0.588	306.1224	0.4572	393.7008	2.2957	-35.5515	4.8441	1.9088	-80.8939	3.5023	1.5505	0.754	16.529	214.5669	60.2513	39.7487	0.1628	0.0304	3.8598	0.0766	11.2878
800	002312	-0.14	7.69	NaN	-6.59	NaN	-19694.02	64.59	NaN	08-29	-6.81	-51.77	12.7275	-196.9402	-0.1429	380.3487	0.2759	1.5422	116.7164	95.5456	1.8839	0.1681	1070.7912	-26.9459	NaN	-33.0665	-32.0907	7.6923	-33.0348	2.7533	2.7485	87.2085	-726.4263	67.785	32.215	-0.1504	-0.0134	NaN	-0.0417	-7.8174
801	002312	-0.14	7.69	NaN	-6.59	NaN	-19694.02	64.59	NaN	08-29	-6.81	-51.77	12.7275	-196.9402	-0.1429	380.3487	0.2759	1.5422	116.7164	95.5456	1.8839	0.1681	1070.7912	-26.9459	NaN	-33.0665	-32.0907	7.6923	-33.0348	2.7533	2.7485	87.2085	-726.4263	67.785	32.215	-0.1504	-0.0134	NaN	-0.0417	-7.8174
802	002312	-0.14	7.69	NaN	-6.59	NaN	-19694.02	64.59	NaN	08-29	-6.81	-51.77	12.7275	-196.9402	-0.1429	380.3487	0.2759	1.5422	116.7164	95.5456	1.8839	0.1681	1070.7912	-26.9459	NaN	-33.0665	-32.0907	7.6923	-33.0348	2.7533	2.7485	87.2085	-726.4263	67.785	32.215	-0.1504	-0.0134	NaN	-0.0417	-7.8174
803	002312	-0.14	7.69	NaN	-6.59	NaN	-19694.02	64.59	NaN	08-29	-6.81	-51.77	12.7275	-196.9402	-0.1429	380.3487	0.2759	1.5422	116.7164	95.5456	1.8839	0.1681	1070.7912	-26.9459	NaN	-33.0665	-32.0907	7.6923	-33.0348	2.7533	2.7485	87.2085	-726.4263	67.785	32.215	-0.1504	-0.0134	NaN	-0.0417	-7.8174
804	603630	0.35	-23.91	NaN	4.27	NaN	5286.83	-12.27	NaN	08-29	3.27	12.3	60.1515	52.8683	0.3031	429.5463	2.4629	5.3189	33.8416	0.7066	254.741	0.3552	506.7568	-11.6525	-12.2674	115.2942	100.4135	-23.913	115.2942	9.6397	8.1182	542.6476	-768.0925	90.2988	9.7012	-0.0493	-0.0118	-0.4008	-0.122	-13.1002
805	603630	0.35	-23.91	NaN	4.27	NaN	5286.83	-12.27	NaN	08-29	3.27	12.3	60.1515	52.8683	0.3031	429.5463	2.4629	5.3189	33.8416	0.7066	254.741	0.3552	506.7568	-11.6525	-12.2674	115.2942	100.4135	-23.913	115.2942	9.6397	8.1182	542.6476	-768.0925	90.2988	9.7012	-0.0493	-0.0118	-0.4008	-0.122	-13.1002
806	000605	0.12	71.43	NaN	1.64	NaN	2935.73	127.57	NaN	08-29	1.5	4.38	27.8003	29.3573	0.1165	668.8384	2.6551	2.0919	86.0462	19.9923	9.0035	0.6886	261.3999	80.0924	346.0747	108.7021	106.6231	71.4286	92.1127	0.7186	0.6976	35.8222	273.8151	46.418	53.582	-0.1873	-0.0242	-2.5436	-0.0452	-7.3156
807	000605	0.12	71.43	NaN	1.64	NaN	2935.73	127.57	NaN	08-29	1.5	4.38	27.8003	29.3573	0.1165	668.8384	2.6551	2.0919	86.0462	19.9923	9.0035	0.6886	261.3999	80.0924	346.0747	108.7021	106.6231	71.4286	92.1127	0.7186	0.6976	35.8222	273.8151	46.418	53.582	-0.1873	-0.0242	-2.5436	-0.0452	-7.3156
808	300106	-0.22	74.07	NaN	-4.82	NaN	-4639.18	74.04	NaN	08-29	-4.93	-13.64	8.145	-46.3918	-0.2195	340.0055	1.6088	3.1316	57.4786	0.4893	367.8725	0.2358	763.3588	1.0666	NaN	-4.1652	18.671	74.0682	-7.3279	1.1143	0.607	22.0388	-61.526	36.589	63.411	-0.1556	-0.0185	NaN	-0.0292	-4.0617
809	300106	-0.22	74.07	NaN	-4.82	NaN	-4639.18	74.04	NaN	08-29	-4.93	-13.64	8.145	-46.3918	-0.2195	340.0055	1.6088	3.1316	57.4786	0.4893	367.8725	0.2358	763.3588	1.0666	NaN	-4.1652	18.671	74.0682	-7.3279	1.1143	0.607	22.0388	-61.526	36.589	63.411	-0.1556	-0.0185	NaN	-0.0292	-4.0617
810	300106	-0.22	74.07	NaN	-4.82	NaN	-4639.18	74.04	NaN	08-29	-4.93	-13.64	8.145	-46.3918	-0.2195	340.0055	1.6088	3.1316	57.4786	0.4893	367.8725	0.2358	763.3588	1.0666	NaN	-4.1652	18.671	74.0682	-7.3279	1.1143	0.607	22.0388	-61.526	36.589	63.411	-0.1556	-0.0185	NaN	-0.0292	-4.0617
811	300106	-0.22	74.07	NaN	-4.82	NaN	-4639.18	74.04	NaN	08-29	-4.93	-13.64	8.145	-46.3918	-0.2195	340.0055	1.6088	3.1316	57.4786	0.4893	367.8725	0.2358	763.3588	1.0666	NaN	-4.1652	18.671	74.0682	-7.3279	1.1143	0.607	22.0388	-61.526	36.589	63.411	-0.1556	-0.0185	NaN	-0.0292	-4.0617
812	300429	0.29	-58.79	NaN	7.43	NaN	7420.44	32.49	NaN	08-29	7.34	23.62	41.4305	74.2044	0.2885	314.1009	1.2212	3.9411	45.6725	1.3923	129.2825	0.7379	243.9355	75.1753	34.9489	59.797	10.1376	-58.7857	57.7731	3.7842	2.5215	126.4312	5750.2414	88.9098	11.0902	0.1442	0.0393	0.6013	0.3545	40.6903
813	300429	0.29	-58.79	NaN	7.43	NaN	7420.44	32.49	NaN	08-29	7.34	23.62	41.4305	74.2044	0.2885	314.1009	1.2212	3.9411	45.6725	1.3923	129.2825	0.7379	243.9355	75.1753	34.9489	59.797	10.1376	-58.7857	57.7731	3.7842	2.5215	126.4312	5750.2414	88.9098	11.0902	0.1442	0.0393	0.6013	0.3545	40.6903
814	603778	0.04	-69.23	NaN	2.27	NaN	2162.35	-14.76	NaN	08-29	2.27	11.78	26.1255	21.6235	0.0432	183.4248	0.3668	0.6967	258.3608	0.1744	1032.1101	0.1215	1481.4815	1.3279	-15.6505	6.803	6.9917	-69.2308	6.8427	2.6354	1.2146	65.2133	-2679.7154	62.3708	37.6292	-0.4946	-0.0596	-4.2398	-0.1584	-15.9254
815	603778	0.04	-69.23	NaN	2.27	NaN	2162.35	-14.76	NaN	08-29	2.27	11.78	26.1255	21.6235	0.0432	183.4248	0.3668	0.6967	258.3608	0.1744	1032.1101	0.1215	1481.4815	1.3279	-15.6505	6.803	6.9917	-69.2308	6.8427	2.6354	1.2146	65.2133	-2679.7154	62.3708	37.6292	-0.4946	-0.0596	-4.2398	-0.1584	-15.9254
816	300154	0.12	20.0	NaN	3.42	NaN	5400.02	16.41	NaN	08-29	3.51	15.79	31.5461	54.0002	0.1208	341.9352	0.7649	6.9681	25.832	2.0197	89.1221	0.201	895.5224	28.6781	18.0003	1.9575	14.1131	20.0	2.1777	5.2652	4.9413	413.5133	1946.4649	81.0169	18.9831	0.3592	0.0645	2.3037	0.3396	36.9003
817	300154	0.12	20.0	NaN	3.42	NaN	5400.02	16.41	NaN	08-29	3.51	15.79	31.5461	54.0002	0.1208	341.9352	0.7649	6.9681	25.832	2.0197	89.1221	0.201	895.5224	28.6781	18.0003	1.9575	14.1131	20.0	2.1777	5.2652	4.9413	413.5133	1946.4649	81.0169	18.9831	0.3592	0.0645	2.3037	0.3396	36.9003
818	300494	0.18	8.02	NaN	4.62	NaN	4204.82	8.48	NaN	08-29	4.59	22.27	51.2719	42.0482	0.1752	188.8088	0.7867	4.0002	44.9978	161.1267	1.1171	0.2208	815.2174	50.6667	8.4774	9.5711	10.4574	8.0247	9.5711	19.9704	19.957	1500.9927	-1019.7752	95.516	4.484	0.1968	0.0388	0.8836	0.8651	86.7256
819	300494	0.18	8.02	NaN	4.62	NaN	4204.82	8.48	NaN	08-29	4.59	22.27	51.2719	42.0482	0.1752	188.8088	0.7867	4.0002	44.9978	161.1267	1.1171	0.2208	815.2174	50.6667	8.4774	9.5711	10.4574	8.0247	9.5711	19.9704	19.957	1500.9927	-1019.7752	95.516	4.484	0.1968	0.0388	0.8836	0.8651	86.7256
820	601997	0.83	-3.49	9.69	8.69	7.15	190206.5	23.26	NaN	08-29	8.54	33.47	38.6572	1902.065	0.8274	5681.218	2.4716	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.7184	48.8687	45.3676	-3.4884	44.9562	--	--	--	--	5.5851	94.4149	NaN	0.0397	8.6152	0.042	NaN
821	601997	0.83	-3.49	9.69	8.69	7.15	190206.5	23.26	NaN	08-29	8.54	33.47	38.6572	1902.065	0.8274	5681.218	2.4716	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.7184	48.8687	45.3676	-3.4884	44.9562	--	--	--	--	5.5851	94.4149	NaN	0.0397	8.6152	0.042	NaN
822	601997	0.83	-3.49	9.69	8.69	7.15	190206.5	23.26	NaN	08-29	8.54	33.47	38.6572	1902.065	0.8274	5681.218	2.4716	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.7184	48.8687	45.3676	-3.4884	44.9562	--	--	--	--	5.5851	94.4149	NaN	0.0397	8.6152	0.042	NaN
823	601997	0.83	-3.49	9.69	8.69	7.15	190206.5	23.26	NaN	08-29	8.54	33.47	38.6572	1902.065	0.8274	5681.218	2.4716	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.7184	48.8687	45.3676	-3.4884	44.9562	--	--	--	--	5.5851	94.4149	NaN	0.0397	8.6152	0.042	NaN
